side,entry_price,exit_price,size,entry_ts,exit_ts,pnl,return_pct,exit_reason
short,90576.0,90776.0,0.7065889418830595,1764941280.0,1764941340.0,-141.3177883766119,-0.01413177883766119,bar_close
short,90132.0,90094.0,0.7000351279721928,1764945540.0,1764945600.0,26.601334862943325,0.002698264767230284,bar_close
short,89978.0,90215.0,0.7031253717298955,1764945660.0,1764945720.0,-166.64071309998525,-0.01685745404432195,bar_close
short,89252.0,89250.0,0.6968954660251044,1764951120.0,1764951180.0,1.3937909320502089,0.00014341415318424236,bar_close
short,89033.0,89228.0,0.8515526340759437,1764951420.0,1764951480.0,-166.05276364480903,-0.017083553289229836,bar_close
short,89147.0,89126.0,0.6858951698689912,1764951540.0,1764951600.0,14.403798567248817,0.0015076222419150391,bar_close
short,89245.0,89153.0,0.6861749231793531,1764951720.0,1764951780.0,63.128092932500486,0.006597568491232003,bar_close
short,89048.0,88913.0,0.6922300423806191,1764952200.0,1764952260.0,93.45105572138358,0.009702632288204116,bar_close
short,88747.0,88887.0,0.8547302004752704,1764952440.0,1764952500.0,-119.66222806653785,-0.012304641283649023,bar_close
short,88695.0,88663.0,0.6930937404690274,1764954780.0,1764954840.0,22.178999695008876,0.002309036586053329,bar_close
short,88827.0,88986.0,0.845400294057898,1764955140.0,1764955200.0,-134.41864675520577,-0.013961971022324294,bar_close
short,88986.0,88876.0,0.6827547655779012,1764955200.0,1764955260.0,75.10302421356913,0.007911356842649406,bar_close
short,88767.0,88881.0,0.8407596298675875,1764955380.0,1764955440.0,-95.84659780490497,-0.010017236135050189,bar_close
short,88869.0,89114.0,0.8313822210397087,1764955860.0,1764955920.0,-203.68864415472862,-0.021503561421868142,bar_close
short,88772.0,88817.0,0.8143934481274614,1764956160.0,1764956220.0,-36.647705165735765,-0.003953949443518227,bar_close
short,88979.0,88954.0,0.6640297605398982,1764956460.0,1764956520.0,16.600744013497454,0.0017981770979669364,bar_close
short,89109.0,89230.0,1.0378958078162346,1764956760.0,1764956820.0,-125.58539274576438,-0.01357887531001358,bar_close
short,89230.0,89127.0,0.797482940902909,1764956820.0,1764956880.0,82.14074291299963,0.009003698307744033,bar_close
short,89389.0,89288.0,1.0297845488859836,1764957120.0,1764957180.0,104.00823943748435,0.011298929398471848,bar_close
short,89288.0,89327.0,0.8132264680483418,1764957180.0,1764957240.0,-31.715832253885328,-0.0034069527820087806,bar_close
short,89294.0,89255.0,0.8104013862915765,1764958800.0,1764958860.0,31.605654065371485,0.003406723856026161,bar_close
short,89280.0,89297.0,1.0426791179755701,1764959520.0,1764959580.0,-17.725545005584692,-0.0019041218637992833,bar_close
short,89148.0,89197.0,1.042234668223662,1764959700.0,1764959760.0,-51.06949874295944,-0.0054964777673082955,bar_close
short,89043.0,88987.0,0.8094280757385901,1764960060.0,1764960120.0,45.327972241361046,0.004905495097874061,bar_close
short,89020.0,89151.0,1.043088305299787,1764960480.0,1764960540.0,-136.6445679942721,-0.014715794203549765,bar_close
short,89151.0,89067.0,0.8004580397428922,1764960540.0,1764960600.0,67.23847533840295,0.007349328667092911,bar_close
short,88979.0,88929.0,0.6628919453712242,1764960660.0,1764960720.0,33.14459726856121,0.003596354195933873,bar_close
short,88927.0,88899.0,1.0401014988014212,1764961080.0,1764961140.0,29.122841966439793,0.0031486500163055093,bar_close
short,88814.0,88851.0,0.8148690615757779,1764961440.0,1764961500.0,-30.15015527830378,-0.0032494876933816742,bar_close
short,89071.0,89084.0,0.6645149714779112,1764961800.0,1764961860.0,-8.638694629212845,-0.000934086290711904,bar_close
