timestamp,open,high,low,close,volume
1764633540,85903.0,85903.0,85903.0,85903.0,0.0
1764633600,85856.0,86110.0,85856.0,86090.0,0.0148
1764633660,86070.0,86070.0,86070.0,86070.0,0.00116
1764633720,86057.0,86075.0,86038.0,86038.0,0.01772
1764633780,86032.0,86080.0,86032.0,86080.0,0.00075
1764633840,86055.0,86076.0,86055.0,86076.0,0.0004
1764633900,86076.0,86076.0,86076.0,86076.0,0.0
1764633960,86137.0,86137.0,86137.0,86137.0,0.0007
1764634020,86230.0,86230.0,86230.0,86230.0,0.00035
1764634080,86266.0,86266.0,86214.0,86214.0,0.00139
1764634140,86204.0,86204.0,86204.0,86204.0,0.00022
1764634200,86194.0,86194.0,86194.0,86194.0,0.0002
1764634260,86234.0,86234.0,86234.0,86234.0,0.0007
1764634320,86151.0,86151.0,86151.0,86151.0,0.00189
1764634380,86140.0,86147.0,86140.0,86147.0,0.0009
1764634440,86120.0,86120.0,86086.0,86093.0,0.00299
1764634500,86112.0,86112.0,86080.0,86080.0,0.0048
1764634560,86121.0,86121.0,86098.0,86098.0,0.01007
1764634620,86058.0,86089.0,86058.0,86089.0,0.00623
1764634680,86089.0,86089.0,86089.0,86089.0,0.0
1764634740,86089.0,86089.0,86089.0,86089.0,0.0
1764634800,86027.0,86027.0,86001.0,86001.0,0.00149
1764634860,85915.0,85915.0,85915.0,85915.0,0.00238
1764634920,85933.0,85980.0,85933.0,85980.0,0.01259
1764634980,85930.0,85991.0,85930.0,85991.0,0.00756
1764635040,85998.0,86011.0,85998.0,85998.0,0.00256
1764635100,86011.0,86011.0,86011.0,86011.0,0.00012
1764635160,86011.0,86011.0,86011.0,86011.0,0.0
1764635220,86015.0,86015.0,86015.0,86015.0,0.00217
1764635280,86015.0,86015.0,86015.0,86015.0,0.00015
1764635340,86046.0,86073.0,86046.0,86073.0,0.01302
1764635400,86083.0,86083.0,86057.0,86057.0,0.0124
1764635460,86066.0,86066.0,86066.0,86066.0,0.04827
1764635520,86063.0,86063.0,86063.0,86063.0,0.00042
1764635580,86063.0,86198.0,86063.0,86198.0,0.00128
1764635640,86198.0,86198.0,86198.0,86198.0,0.0
1764635700,86224.0,86224.0,86183.0,86183.0,0.00623
1764635760,86167.0,86167.0,86167.0,86167.0,0.0007
1764635820,86128.0,86154.0,86106.0,86154.0,0.00458
1764635880,86138.0,86174.0,86138.0,86174.0,0.01359
1764635940,86155.0,86186.0,86155.0,86186.0,0.00199
1764636000,86185.0,86185.0,86121.0,86121.0,0.00255
1764636060,86095.0,86095.0,86095.0,86095.0,0.0006
1764636120,86157.0,86157.0,86157.0,86157.0,0.00018
1764636180,86117.0,86117.0,86117.0,86117.0,0.00463
1764636240,86078.0,86078.0,86036.0,86036.0,0.0007
1764636300,86078.0,86078.0,86078.0,86078.0,0.00829
1764636360,86048.0,86091.0,86048.0,86091.0,0.00105
1764636420,86066.0,86066.0,86066.0,86066.0,0.00023
1764636480,86098.0,86151.0,86098.0,86151.0,0.03865
1764636540,86171.0,86217.0,86171.0,86217.0,0.00045
1764636600,86217.0,86338.0,86217.0,86319.0,0.0109
1764636660,86319.0,86319.0,86319.0,86319.0,0.0
1764636720,86319.0,86319.0,86319.0,86319.0,0.0
1764636780,86329.0,86360.0,86329.0,86360.0,0.00118
1764636840,86317.0,86317.0,86272.0,86272.0,0.00232
1764636900,86248.0,86248.0,86222.0,86222.0,0.0004
1764636960,86222.0,86222.0,86222.0,86222.0,0.0
1764637020,86225.0,86225.0,86225.0,86225.0,0.00175
1764637080,86209.0,86209.0,86209.0,86209.0,0.00232
1764637140,86159.0,86252.0,86111.0,86252.0,0.01284
1764637200,86251.0,86251.0,86186.0,86199.0,0.07171
1764637260,86316.0,86316.0,86312.0,86312.0,0.00704
1764637320,86297.0,86297.0,86297.0,86297.0,0.00153
1764637380,86326.0,86337.0,86326.0,86337.0,0.00304
1764637440,86371.0,86371.0,86355.0,86355.0,0.00155
1764637500,86371.0,86500.0,86371.0,86407.0,0.0507
1764637560,86502.0,87032.0,86502.0,87032.0,0.05872
1764637620,87001.0,87001.0,86957.0,86957.0,0.01093
1764637680,86821.0,86821.0,86730.0,86773.0,0.0034
1764637740,86657.0,86657.0,86657.0,86657.0,0.001
1764637800,86751.0,86751.0,86726.0,86726.0,0.00136
1764637860,86726.0,86726.0,86677.0,86677.0,0.00251
1764637920,86689.0,86689.0,86689.0,86689.0,0.00018
1764637980,86593.0,86593.0,86494.0,86579.0,0.00416
1764638040,86500.0,86500.0,86500.0,86500.0,0.00022
1764638100,86500.0,86589.0,86408.0,86408.0,0.05812
1764638160,86408.0,86408.0,86408.0,86408.0,0.0
1764638220,86499.0,86499.0,86499.0,86499.0,0.00049
1764638280,86499.0,86499.0,86475.0,86499.0,0.00089
1764638340,86486.0,86488.0,86419.0,86419.0,0.00215
1764638400,86419.0,86419.0,86397.0,86397.0,0.00071
1764638460,86397.0,86397.0,86397.0,86397.0,0.0
1764638520,86390.0,86390.0,86341.0,86341.0,0.00042
1764638580,86341.0,86341.0,86341.0,86341.0,0.0
1764638640,86390.0,86390.0,86390.0,86390.0,0.00063
1764638700,86390.0,86456.0,86390.0,86456.0,0.00197
1764638760,86411.0,86411.0,86392.0,86392.0,0.00231
1764638820,86400.0,86400.0,86369.0,86400.0,0.0009
1764638880,86400.0,86400.0,86400.0,86400.0,0.0
1764638940,86400.0,86400.0,86400.0,86400.0,0.00058
1764639000,86375.0,86497.0,86375.0,86497.0,0.02743
1764639060,86497.0,86497.0,86497.0,86497.0,0.0
1764639120,86431.0,86431.0,86431.0,86431.0,0.00069
1764639180,86451.0,86451.0,86451.0,86451.0,0.0006
1764639240,86403.0,86403.0,86403.0,86403.0,0.00069
1764639300,86328.0,86342.0,86328.0,86342.0,0.00151
1764639360,86342.0,86342.0,86342.0,86342.0,0.0
