timestamp,open,high,low,close,volume
1764893520,92003.0,92003.0,92003.0,92003.0,0.0
1764893580,92003.0,92003.0,92003.0,92003.0,0.0
1764893640,91938.0,91938.0,91896.0,91900.0,0.03976
1764893700,91920.0,91967.0,91920.0,91952.0,0.03133
1764893760,91983.0,91983.0,91983.0,91983.0,0.00717
1764893820,91939.0,91939.0,91939.0,91939.0,0.00168
1764893880,91939.0,91939.0,91939.0,91939.0,0.0
1764893940,91921.0,91995.0,91910.0,91980.0,0.06905
1764894000,91939.0,91939.0,91939.0,91939.0,0.02462
1764894060,91939.0,91939.0,91939.0,91939.0,0.0
1764894120,91939.0,91939.0,91939.0,91939.0,0.0
1764894180,92100.0,92100.0,92100.0,92100.0,0.0002
1764894240,92100.0,92183.0,92100.0,92183.0,0.00855
1764894300,92183.0,92183.0,92183.0,92183.0,0.0
1764894360,92201.0,92201.0,92201.0,92201.0,0.00012
1764894420,92201.0,92201.0,92201.0,92201.0,0.0
1764894480,92156.0,92156.0,92156.0,92156.0,0.00623
1764894540,92119.0,92119.0,92119.0,92119.0,0.00016
1764894600,92133.0,92133.0,92133.0,92133.0,0.00067
1764894660,92192.0,92192.0,92192.0,92192.0,0.00015
1764894720,92192.0,92192.0,92192.0,92192.0,0.0
1764894780,92223.0,92223.0,92190.0,92190.0,0.00099
1764894840,92175.0,92175.0,92175.0,92175.0,0.00054
1764894900,92175.0,92175.0,92175.0,92175.0,0.0
1764894960,92125.0,92141.0,92125.0,92141.0,0.00508
1764895020,92141.0,92141.0,92141.0,92141.0,0.0
1764895080,92141.0,92141.0,92141.0,92141.0,0.0
1764895140,92144.0,92144.0,92143.0,92143.0,0.0016
1764895200,92143.0,92143.0,92143.0,92143.0,0.0
1764895260,92169.0,92194.0,92169.0,92171.0,0.0024
1764895320,92186.0,92186.0,92186.0,92186.0,0.00094
1764895380,92220.0,92238.0,92174.0,92200.0,0.34162
1764895440,92200.0,92200.0,92200.0,92200.0,0.0
1764895500,92130.0,92193.0,91965.0,92193.0,0.27549
1764895560,92190.0,92196.0,92154.0,92183.0,0.18017
1764895620,92183.0,92183.0,92183.0,92183.0,0.0
1764895680,92156.0,92156.0,92156.0,92156.0,0.002
1764895740,92180.0,92180.0,92180.0,92180.0,0.00233
1764895800,92180.0,92180.0,92180.0,92180.0,0.0
1764895860,92122.0,92122.0,92122.0,92122.0,0.00798
1764895920,92122.0,92122.0,92122.0,92122.0,0.0
1764895980,92166.0,92166.0,92166.0,92166.0,0.00147
1764896040,92166.0,92166.0,92166.0,92166.0,0.0
1764896100,92052.0,92061.0,92052.0,92061.0,0.00926
1764896160,92061.0,92061.0,92061.0,92061.0,0.0
1764896220,92061.0,92061.0,92061.0,92061.0,0.0
1764896280,92066.0,92087.0,92051.0,92051.0,0.01197
1764896340,92051.0,92051.0,92051.0,92051.0,0.0
1764896400,92135.0,92135.0,92128.0,92128.0,0.00807
1764896460,92128.0,92128.0,92128.0,92128.0,0.0
1764896520,92101.0,92113.0,92101.0,92113.0,0.00193
1764896580,92113.0,92113.0,92113.0,92113.0,0.0
1764896640,92105.0,92105.0,92105.0,92105.0,0.00016
1764896700,92128.0,92128.0,92127.0,92127.0,0.00236
1764896760,92128.0,92202.0,92128.0,92202.0,0.00535
1764896820,92217.0,92243.0,92175.0,92243.0,0.00349
1764896880,92298.0,92300.0,92275.0,92275.0,0.04516
1764896940,92275.0,92275.0,92275.0,92275.0,0.00047
1764897000,92275.0,92275.0,92275.0,92275.0,0.0
1764897060,92275.0,92275.0,92275.0,92275.0,0.0
1764897120,92191.0,92209.0,92191.0,92209.0,0.00132
1764897180,92193.0,92193.0,92192.0,92192.0,0.00114
1764897240,92174.0,92174.0,92093.0,92093.0,0.0574
1764897300,92093.0,92093.0,92093.0,92093.0,0.0
1764897360,92249.0,92249.0,92249.0,92249.0,0.00027
1764897420,92249.0,92249.0,92249.0,92249.0,0.0
1764897480,92261.0,92261.0,92261.0,92261.0,0.0009
1764897540,92261.0,92261.0,92261.0,92261.0,0.0
1764897600,92193.0,92210.0,92193.0,92210.0,0.00139
1764897660,92210.0,92210.0,92210.0,92210.0,0.0
1764897720,92263.0,92263.0,92263.0,92263.0,0.0105
1764897780,92263.0,92263.0,92263.0,92263.0,0.0
1764897840,92275.0,92275.0,92275.0,92275.0,0.00123
1764897900,92275.0,92275.0,92275.0,92275.0,0.01363
1764897960,92275.0,92275.0,92275.0,92275.0,0.00952
1764898020,92275.0,92275.0,92275.0,92275.0,0.0
1764898080,92275.0,92400.0,92275.0,92388.0,0.05862
1764898140,92388.0,92388.0,92388.0,92388.0,0.0
1764898200,92297.0,92297.0,92263.0,92296.0,0.00425
1764898260,92285.0,92286.0,92285.0,92286.0,0.02097
1764898320,92286.0,92286.0,92286.0,92286.0,0.0
1764898380,92321.0,92321.0,92321.0,92321.0,0.00778
1764898440,92264.0,92264.0,92218.0,92218.0,0.00326
1764898500,92218.0,92218.0,92218.0,92218.0,0.0
1764898560,92245.0,92245.0,92245.0,92245.0,0.01
1764898620,92258.0,92258.0,92194.0,92194.0,0.00713
1764898680,92251.0,92251.0,92211.0,92211.0,0.00326
1764898740,92211.0,92211.0,92211.0,92211.0,0.0
1764898800,92211.0,92211.0,92211.0,92211.0,0.0
1764898860,92254.0,92254.0,92247.0,92247.0,0.00072
1764898920,92294.0,92294.0,92294.0,92294.0,0.00081
1764898980,92246.0,92246.0,92246.0,92246.0,0.00094
1764899040,92246.0,92246.0,92246.0,92246.0,0.0
1764899100,92197.0,92226.0,92197.0,92226.0,0.005
1764899160,92226.0,92226.0,92226.0,92226.0,0.0
1764899220,92178.0,92219.0,92153.0,92216.0,0.00409
1764899280,92213.0,92248.0,92213.0,92248.0,0.00736
1764899340,92260.0,92260.0,92260.0,92260.0,0.00043
1764899400,92249.0,92249.0,92249.0,92249.0,0.00032
1764899460,92249.0,92249.0,92249.0,92249.0,0.0
1764899520,92239.0,92239.0,92127.0,92127.0,0.0127
1764899580,92167.0,92167.0,92167.0,92167.0,0.00606
1764899640,92127.0,92127.0,92127.0,92127.0,0.00606
